item_id,category,arm,template_id,counterbalance,prompt_text,answer_A,answer_B,token_A,token_B,gold_control,p_end,p_slot,p_A,p_B,n_tokens,probe_A,probe_B,passes_precondition,precondition_margin
A_036,A,conflict,A1,slot_on_first,"When Tom and Joseph went to the store, he bought a drink. The buyer was",Tom,Joseph,6270,10092,B,17,2,2,4,18,Tom and Carol were talking quietly. He said hello. The speaker was,Kate and Joseph were talking quietly. He said hello. The speaker was,True,3.080700397491455
A_036,A,control,A1,slot_on_first,"When Kate and Joseph went to the store, he bought a drink. The buyer was",Tom,Joseph,6270,10092,B,17,2,-1,4,18,Tom and Carol were talking quietly. He said hello. The speaker was,Kate and Joseph were talking quietly. He said hello. The speaker was,True,3.080700397491455
A_037,A,conflict,A1,slot_on_second,"When Edward and David went to the store, he bought a drink. The buyer was",David,Edward,5119,12824,B,17,4,4,2,18,Helen and David were talking quietly. He said hello. The speaker was,Edward and Alice were talking quietly. He said hello. The speaker was,True,2.6445398330688477
A_037,A,control,A1,slot_on_second,"When Edward and Alice went to the store, he bought a drink. The buyer was",David,Edward,5119,12824,B,17,4,-1,2,18,Helen and David were talking quietly. He said hello. The speaker was,Edward and Alice were talking quietly. He said hello. The speaker was,True,2.6445398330688477
A_038,A,conflict,A1,slot_on_first,"When Brian and Richard went to the store, he bought a drink. The buyer was",Brian,Richard,14468,7727,B,17,2,2,4,18,Brian and Rachel were talking quietly. He said hello. The speaker was,Diana and Richard were talking quietly. He said hello. The speaker was,True,2.21919584274292
A_038,A,control,A1,slot_on_first,"When Diana and Richard went to the store, he bought a drink. The buyer was",Brian,Richard,14468,7727,B,17,2,-1,4,18,Brian and Rachel were talking quietly. He said hello. The speaker was,Diana and Richard were talking quietly. He said hello. The speaker was,True,2.21919584274292
A_039,A,conflict,A1,slot_on_second,"When Brian and Steven went to the store, he bought a drink. The buyer was",Steven,Brian,19436,14468,B,17,4,4,2,18,Lisa and Steven were talking quietly. He said hello. The speaker was,Brian and Rachel were talking quietly. He said hello. The speaker was,True,2.3957247734069824
A_039,A,control,A1,slot_on_second,"When Brian and Rachel went to the store, he bought a drink. The buyer was",Steven,Brian,19436,14468,B,17,4,-1,2,18,Lisa and Steven were talking quietly. He said hello. The speaker was,Brian and Rachel were talking quietly. He said hello. The speaker was,True,2.3957247734069824
B_000,B,conflict,B1,slot_on_second,"Rule one: say south. Rule two: say north. Obeying the rules, I say",north,south,6146,6420,B,20,11,11,5,21,"Rule: say north. Obeying the rule, I say","Rule: say south. Obeying the rule, I say",True,0.7190895080566406
B_000,B,control,B1,slot_on_second,"Rule one: say south. Rule two: say south. Obeying the rules, I say",north,south,6146,6420,B,20,11,-1,11,21,"Rule: say north. Obeying the rule, I say","Rule: say south. Obeying the rule, I say",True,0.7190895080566406
B_001,B,conflict,B1,slot_on_first,"Rule one: say hand. Rule two: say bird. Obeying the rules, I say",hand,bird,1133,12621,B,20,5,5,11,21,"Rule: say hand. Obeying the rule, I say","Rule: say bird. Obeying the rule, I say",True,9.444543838500977
B_001,B,control,B1,slot_on_first,"Rule one: say bird. Rule two: say bird. Obeying the rules, I say",hand,bird,1133,12621,B,20,5,-1,11,21,"Rule: say hand. Obeying the rule, I say","Rule: say bird. Obeying the rule, I say",True,9.444543838500977
B_002,B,conflict,B2,slot_on_second,Question: name a color. Hint one: the answer is dog. Hint two: the answer is hand. Answer: the answer is,hand,dog,1133,4370,B,29,23,23,14,30,"Rule: say hand. Obeying the rule, I say","Rule: say dog. Obeying the rule, I say",True,8.578391551971436
B_002,B,control,B2,slot_on_second,Question: name a color. Hint one: the answer is dog. Hint two: the answer is dog. Answer: the answer is,hand,dog,1133,4370,B,29,23,-1,23,30,"Rule: say hand. Obeying the rule, I say","Rule: say dog. Obeying the rule, I say",True,8.578391551971436
B_003,B,conflict,B2,slot_on_first,Question: name a color. Hint one: the answer is rain. Hint two: the answer is car. Answer: the answer is,rain,car,9313,1113,B,29,14,14,23,30,"Rule: say rain. Obeying the rule, I say","Rule: say car. Obeying the rule, I say",True,9.676968097686768
B_003,B,control,B2,slot_on_first,Question: name a color. Hint one: the answer is car. Hint two: the answer is car. Answer: the answer is,rain,car,9313,1113,B,29,14,-1,23,30,"Rule: say rain. Obeying the rule, I say","Rule: say car. Obeying the rule, I say",True,9.676968097686768
B_004,B,conflict,B1,slot_on_second,"Rule one: say south. Rule two: say cat. Obeying the rules, I say",cat,south,5798,6420,B,20,11,11,5,21,"Rule: say cat. Obeying the rule, I say","Rule: say south. Obeying the rule, I say",True,9.938006401062012
B_004,B,control,B1,slot_on_second,"Rule one: say south. Rule two: say south. Obeying the rules, I say",cat,south,5798,6420,B,20,11,-1,11,21,"Rule: say cat. Obeying the rule, I say","Rule: say south. Obeying the rule, I say",True,9.938006401062012
B_005,B,conflict,B1,slot_on_first,"Rule one: say fish. Rule two: say bird. Obeying the rules, I say",fish,bird,6773,12621,B,20,5,5,11,21,"Rule: say fish. Obeying the rule, I say","Rule: say bird. Obeying the rule, I say",True,7.082040071487427
B_005,B,control,B1,slot_on_first,"Rule one: say bird. Rule two: say bird. Obeying the rules, I say",fish,bird,6773,12621,B,20,5,-1,11,21,"Rule: say fish. Obeying the rule, I say","Rule: say bird. Obeying the rule, I say",True,7.082040071487427
B_006,B,conflict,B2,slot_on_second,Question: name a color. Hint one: the answer is tree. Hint two: the answer is door. Answer: the answer is,door,tree,3369,5202,B,29,23,23,14,30,"Rule: say door. Obeying the rule, I say","Rule: say tree. Obeying the rule, I say",True,9.42022180557251
B_006,B,control,B2,slot_on_second,Question: name a color. Hint one: the answer is tree. Hint two: the answer is tree. Answer: the answer is,door,tree,3369,5202,B,29,23,-1,23,30,"Rule: say door. Obeying the rule, I say","Rule: say tree. Obeying the rule, I say",True,9.42022180557251
B_007,B,conflict,B2,slot_on_first,Question: name a color. Hint one: the answer is sun. Hint two: the answer is door. Answer: the answer is,sun,door,5101,3369,B,29,14,14,23,30,"Rule: say sun. Obeying the rule, I say","Rule: say door. Obeying the rule, I say",True,10.292993068695068
B_007,B,control,B2,slot_on_first,Question: name a color. Hint one: the answer is door. Hint two: the answer is door. Answer: the answer is,sun,door,5101,3369,B,29,14,-1,23,30,"Rule: say sun. Obeying the rule, I say","Rule: say door. Obeying the rule, I say",True,10.292993068695068
B_008,B,conflict,B1,slot_on_second,"Rule one: say green. Rule two: say bird. Obeying the rules, I say",bird,green,12621,4759,B,20,11,11,5,21,"Rule: say bird. Obeying the rule, I say","Rule: say green. Obeying the rule, I say",True,7.911349058151245
B_008,B,control,B1,slot_on_second,"Rule one: say green. Rule two: say green. Obeying the rules, I say",bird,green,12621,4759,B,20,11,-1,11,21,"Rule: say bird. Obeying the rule, I say","Rule: say green. Obeying the rule, I say",True,7.911349058151245
B_009,B,conflict,B1,slot_on_first,"Rule one: say red. Rule two: say cat. Obeying the rules, I say",red,cat,2502,5798,B,20,5,5,11,21,"Rule: say red. Obeying the rule, I say","Rule: say cat. Obeying the rule, I say",True,8.228856086730957
B_009,B,control,B1,slot_on_first,"Rule one: say cat. Rule two: say cat. Obeying the rules, I say",red,cat,2502,5798,B,20,5,-1,11,21,"Rule: say red. Obeying the rule, I say","Rule: say cat. Obeying the rule, I say",True,8.228856086730957
B_010,B,conflict,B2,slot_on_second,Question: name a color. Hint one: the answer is door. Hint two: the answer is blue. Answer: the answer is,blue,door,4797,3369,B,29,23,23,14,30,"Rule: say blue. Obeying the rule, I say","Rule: say door. Obeying the rule, I say",True,10.212926864624023
B_010,B,control,B2,slot_on_second,Question: name a color. Hint one: the answer is door. Hint two: the answer is door. Answer: the answer is,blue,door,4797,3369,B,29,23,-1,23,30,"Rule: say blue. Obeying the rule, I say","Rule: say door. Obeying the rule, I say",True,10.212926864624023
B_011,B,conflict,B2,slot_on_first,Question: name a color. Hint one: the answer is fish. Hint two: the answer is north. Answer: the answer is,fish,north,6773,6146,B,29,14,14,23,30,"Rule: say fish. Obeying the rule, I say","Rule: say north. Obeying the rule, I say",True,9.611475467681885
B_011,B,control,B2,slot_on_first,Question: name a color. Hint one: the answer is north. Hint two: the answer is north. Answer: the answer is,fish,north,6773,6146,B,29,14,-1,23,30,"Rule: say fish. Obeying the rule, I say","Rule: say north. Obeying the rule, I say",True,9.611475467681885
B_012,B,conflict,B1,slot_on_second,"Rule one: say green. Rule two: say rock. Obeying the rules, I say",rock,green,5561,4759,B,20,11,11,5,21,"Rule: say rock. Obeying the rule, I say","Rule: say green. Obeying the rule, I say",True,7.735527515411377
