item_id,category,arm,template_id,counterbalance,prompt_text,answer_A,answer_B,token_A,token_B,gold_control,p_end,p_slot,p_A,p_B,n_tokens,probe_A,probe_B,passes_precondition,precondition_margin
A_005,A,conflict,A1,slot_on_second,"When George and John went to the store, he bought a drink. The buyer was",John,George,1757,4502,B,17,4,4,2,18,Rachel and John were talking quietly. He said hello. The speaker was,George and Emily were talking quietly. He said hello. The speaker was,True,1.7334661483764648
A_005,A,control,A1,slot_on_second,"When George and Emily went to the store, he bought a drink. The buyer was",John,George,1757,4502,B,17,4,-1,2,18,Rachel and John were talking quietly. He said hello. The speaker was,George and Emily were talking quietly. He said hello. The speaker was,True,1.7334661483764648
A_006,A,conflict,A1,slot_on_first,"When Andrew and Mark went to the store, he bought a drink. The buyer was",Andrew,Mark,6858,2940,B,17,2,2,4,18,Andrew and Alice were talking quietly. He said hello. The speaker was,Rachel and Mark were talking quietly. He said hello. The speaker was,True,1.8874516487121582
A_006,A,control,A1,slot_on_first,"When Rachel and Mark went to the store, he bought a drink. The buyer was",Andrew,Mark,6858,2940,B,17,2,-1,4,18,Andrew and Alice were talking quietly. He said hello. The speaker was,Rachel and Mark were talking quietly. He said hello. The speaker was,True,1.8874516487121582
A_007,A,conflict,A1,slot_on_second,"When Tom and Brian went to the store, he bought a drink. The buyer was",Brian,Tom,8403,4186,B,17,4,4,2,18,Sarah and Brian were talking quietly. He said hello. The speaker was,Tom and Jane were talking quietly. He said hello. The speaker was,True,3.2547154426574707
A_007,A,control,A1,slot_on_second,"When Tom and Jane went to the store, he bought a drink. The buyer was",Brian,Tom,8403,4186,B,17,4,-1,2,18,Sarah and Brian were talking quietly. He said hello. The speaker was,Tom and Jane were talking quietly. He said hello. The speaker was,True,3.2547154426574707
A_008,A,conflict,A1,slot_on_first,"When Kevin and James went to the store, he bought a drink. The buyer was",Kevin,James,7939,3700,B,17,2,2,4,18,Kevin and Kate were talking quietly. He said hello. The speaker was,Lisa and James were talking quietly. He said hello. The speaker was,True,2.5082530975341797
A_008,A,control,A1,slot_on_first,"When Lisa and James went to the store, he bought a drink. The buyer was",Kevin,James,7939,3700,B,17,2,-1,4,18,Kevin and Kate were talking quietly. He said hello. The speaker was,Lisa and James were talking quietly. He said hello. The speaker was,True,2.5082530975341797
A_009,A,conflict,A1,slot_on_second,"When Mark and Paul went to the store, he bought a drink. The buyer was",Paul,Mark,3362,2940,B,17,4,4,2,18,Laura and Paul were talking quietly. He said hello. The speaker was,Mark and Carol were talking quietly. He said hello. The speaker was,True,1.6638269424438477
A_009,A,control,A1,slot_on_second,"When Mark and Carol went to the store, he bought a drink. The buyer was",Paul,Mark,3362,2940,B,17,4,-1,2,18,Laura and Paul were talking quietly. He said hello. The speaker was,Mark and Carol were talking quietly. He said hello. The speaker was,True,1.6638269424438477
A_010,A,conflict,A1,slot_on_first,"When Andrew and Edward went to the store, he bought a drink. The buyer was",Andrew,Edward,6858,10443,B,17,2,2,4,18,Andrew and Anna were talking quietly. He said hello. The speaker was,Helen and Edward were talking quietly. He said hello. The speaker was,True,3.000943660736084
A_010,A,control,A1,slot_on_first,"When Helen and Edward went to the store, he bought a drink. The buyer was",Andrew,Edward,6858,10443,B,17,2,-1,4,18,Andrew and Anna were talking quietly. He said hello. The speaker was,Helen and Edward were talking quietly. He said hello. The speaker was,True,3.000943660736084
A_011,A,conflict,A1,slot_on_second,"When Peter and Edward went to the store, he bought a drink. The buyer was",Edward,Peter,10443,5613,B,17,4,4,2,18,Anna and Edward were talking quietly. He said hello. The speaker was,Peter and Amy were talking quietly. He said hello. The speaker was,True,3.211343765258789
A_011,A,control,A1,slot_on_second,"When Peter and Amy went to the store, he bought a drink. The buyer was",Edward,Peter,10443,5613,B,17,4,-1,2,18,Anna and Edward were talking quietly. He said hello. The speaker was,Peter and Amy were talking quietly. He said hello. The speaker was,True,3.211343765258789
A_012,A,conflict,A1,slot_on_first,"When Steven and David went to the store, he bought a drink. The buyer was",Steven,David,8239,3271,B,17,2,2,4,18,Steven and Linda were talking quietly. He said hello. The speaker was,Susan and David were talking quietly. He said hello. The speaker was,True,2.165353775024414
A_012,A,control,A1,slot_on_first,"When Susan and David went to the store, he bought a drink. The buyer was",Steven,David,8239,3271,B,17,2,-1,4,18,Steven and Linda were talking quietly. He said hello. The speaker was,Susan and David were talking quietly. He said hello. The speaker was,True,2.165353775024414
A_013,A,conflict,A1,slot_on_second,"When James and Brian went to the store, he bought a drink. The buyer was",Brian,James,8403,3700,B,17,4,4,2,18,Sarah and Brian were talking quietly. He said hello. The speaker was,James and Helen were talking quietly. He said hello. The speaker was,True,3.1051735877990723
A_013,A,control,A1,slot_on_second,"When James and Helen went to the store, he bought a drink. The buyer was",Brian,James,8403,3700,B,17,4,-1,2,18,Sarah and Brian were talking quietly. He said hello. The speaker was,James and Helen were talking quietly. He said hello. The speaker was,True,3.1051735877990723
A_014,A,conflict,A1,slot_on_first,"When Edward and Thomas went to the store, he bought a drink. The buyer was",Edward,Thomas,10443,5658,B,17,2,2,4,18,Edward and Emily were talking quietly. He said hello. The speaker was,Mary and Thomas were talking quietly. He said hello. The speaker was,True,2.1875624656677246
A_014,A,control,A1,slot_on_first,"When Mary and Thomas went to the store, he bought a drink. The buyer was",Edward,Thomas,10443,5658,B,17,2,-1,4,18,Edward and Emily were talking quietly. He said hello. The speaker was,Mary and Thomas were talking quietly. He said hello. The speaker was,True,2.1875624656677246
A_015,A,conflict,A1,slot_on_second,"When Joseph and Daniel went to the store, he bought a drink. The buyer was",Daniel,Joseph,7806,7212,B,17,4,4,2,18,Helen and Daniel were talking quietly. He said hello. The speaker was,Joseph and Nancy were talking quietly. He said hello. The speaker was,True,3.4718074798583984
A_015,A,control,A1,slot_on_second,"When Joseph and Nancy went to the store, he bought a drink. The buyer was",Daniel,Joseph,7806,7212,B,17,4,-1,2,18,Helen and Daniel were talking quietly. He said hello. The speaker was,Joseph and Nancy were talking quietly. He said hello. The speaker was,True,3.4718074798583984
A_016,A,conflict,A1,slot_on_first,"When George and Tom went to the store, he bought a drink. The buyer was",George,Tom,4502,4186,B,17,2,2,4,18,George and Jane were talking quietly. He said hello. The speaker was,Diana and Tom were talking quietly. He said hello. The speaker was,True,2.8777976036071777
A_016,A,control,A1,slot_on_first,"When Diana and Tom went to the store, he bought a drink. The buyer was",George,Tom,4502,4186,B,17,2,-1,4,18,George and Jane were talking quietly. He said hello. The speaker was,Diana and Tom were talking quietly. He said hello. The speaker was,True,2.8777976036071777
A_017,A,conflict,A1,slot_on_second,"When Tom and David went to the store, he bought a drink. The buyer was",David,Tom,3271,4186,B,17,4,4,2,18,Grace and David were talking quietly. He said hello. The speaker was,Tom and Rachel were talking quietly. He said hello. The speaker was,True,1.9042491912841797
A_017,A,control,A1,slot_on_second,"When Tom and Rachel went to the store, he bought a drink. The buyer was",David,Tom,3271,4186,B,17,4,-1,2,18,Grace and David were talking quietly. He said hello. The speaker was,Tom and Rachel were talking quietly. He said hello. The speaker was,True,1.9042491912841797
A_018,A,conflict,A1,slot_on_first,"When George and Paul went to the store, he bought a drink. The buyer was",George,Paul,4502,3362,B,17,2,2,4,18,George and Susan were talking quietly. He said hello. The speaker was,Carol and Paul were talking quietly. He said hello. The speaker was,True,2.6278624534606934
A_018,A,control,A1,slot_on_first,"When Carol and Paul went to the store, he bought a drink. The buyer was",George,Paul,4502,3362,B,17,2,-1,4,18,George and Susan were talking quietly. He said hello. The speaker was,Carol and Paul were talking quietly. He said hello. The speaker was,True,2.6278624534606934
A_019,A,conflict,A1,slot_on_second,"When Charles and Brian went to the store, he bought a drink. The buyer was",Brian,Charles,8403,7516,B,17,4,4,2,18,Alice and Brian were talking quietly. He said hello. The speaker was,Charles and Anna were talking quietly. He said hello. The speaker was,True,3.5567259788513184
A_019,A,control,A1,slot_on_second,"When Charles and Anna went to the store, he bought a drink. The buyer was",Brian,Charles,8403,7516,B,17,4,-1,2,18,Alice and Brian were talking quietly. He said hello. The speaker was,Charles and Anna were talking quietly. He said hello. The speaker was,True,3.5567259788513184
A_020,A,conflict,A1,slot_on_first,"When James and Mark went to the store, he bought a drink. The buyer was",James,Mark,3700,2940,B,17,2,2,4,18,James and Linda were talking quietly. He said hello. The speaker was,Julia and Mark were talking quietly. He said hello. The speaker was,True,2.4497880935668945
A_020,A,control,A1,slot_on_first,"When Julia and Mark went to the store, he bought a drink. The buyer was",James,Mark,3700,2940,B,17,2,-1,4,18,James and Linda were talking quietly. He said hello. The speaker was,Julia and Mark were talking quietly. He said hello. The speaker was,True,2.4497880935668945
A_021,A,conflict,A1,slot_on_second,"When Michael and Joseph went to the store, he bought a drink. The buyer was",Joseph,Michael,7212,3899,B,17,4,4,2,18,Karen and Joseph were talking quietly. He said hello. The speaker was,Michael and Carol were talking quietly. He said hello. The speaker was,True,2.7381043434143066
A_021,A,control,A1,slot_on_second,"When Michael and Carol went to the store, he bought a drink. The buyer was",Joseph,Michael,7212,3899,B,17,4,-1,2,18,Karen and Joseph were talking quietly. He said hello. The speaker was,Michael and Carol were talking quietly. He said hello. The speaker was,True,2.7381043434143066
A_022,A,conflict,A1,slot_on_first,"When Daniel and Tom went to the store, he bought a drink. The buyer was",Daniel,Tom,7806,4186,B,17,2,2,4,18,Daniel and Alice were talking quietly. He said hello. The speaker was,Laura and Tom were talking quietly. He said hello. The speaker was,True,2.8291826248168945
A_022,A,control,A1,slot_on_first,"When Laura and Tom went to the store, he bought a drink. The buyer was",Daniel,Tom,7806,4186,B,17,2,-1,4,18,Daniel and Alice were talking quietly. He said hello. The speaker was,Laura and Tom were talking quietly. He said hello. The speaker was,True,2.8291826248168945
A_023,A,conflict,A1,slot_on_second,"When Brian and Daniel went to the store, he bought a drink. The buyer was",Daniel,Brian,7806,8403,B,17,4,4,2,18,Susan and Daniel were talking quietly. He said hello. The speaker was,Brian and Julia were talking quietly. He said hello. The speaker was,True,2.4150161743164062
A_023,A,control,A1,slot_on_second,"When Brian and Julia went to the store, he bought a drink. The buyer was",Daniel,Brian,7806,8403,B,17,4,-1,2,18,Susan and Daniel were talking quietly. He said hello. The speaker was,Brian and Julia were talking quietly. He said hello. The speaker was,True,2.4150161743164062
A_024,A,conflict,A1,slot_on_first,"When George and Thomas went to the store, he bought a drink. The buyer was",George,Thomas,4502,5658,B,17,2,2,4,18,George and Anna were talking quietly. He said hello. The speaker was,Emily and Thomas were talking quietly. He said hello. The speaker was,True,2.524280071258545
A_024,A,control,A1,slot_on_first,"When Emily and Thomas went to the store, he bought a drink. The buyer was",George,Thomas,4502,5658,B,17,2,-1,4,18,George and Anna were talking quietly. He said hello. The speaker was,Emily and Thomas were talking quietly. He said hello. The speaker was,True,2.524280071258545
A_025,A,conflict,A1,slot_on_second,"When James and David went to the store, he bought a drink. The buyer was",David,James,3271,3700,B,17,4,4,2,18,Mary and David were talking quietly. He said hello. The speaker was,James and Diana were talking quietly. He said hello. The speaker was,True,1.6394624710083008
A_025,A,control,A1,slot_on_second,"When James and Diana went to the store, he bought a drink. The buyer was",David,James,3271,3700,B,17,4,-1,2,18,Mary and David were talking quietly. He said hello. The speaker was,James and Diana were talking quietly. He said hello. The speaker was,True,1.6394624710083008
A_026,A,conflict,A1,slot_on_first,"When Edward and Daniel went to the store, he bought a drink. The buyer was",Edward,Daniel,10443,7806,B,17,2,2,4,18,Edward and Susan were talking quietly. He said hello. The speaker was,Grace and Daniel were talking quietly. He said hello. The speaker was,True,2.926699161529541
A_026,A,control,A1,slot_on_first,"When Grace and Daniel went to the store, he bought a drink. The buyer was",Edward,Daniel,10443,7806,B,17,2,-1,4,18,Edward and Susan were talking quietly. He said hello. The speaker was,Grace and Daniel were talking quietly. He said hello. The speaker was,True,2.926699161529541
A_027,A,conflict,A1,slot_on_second,"When Edward and John went to the store, he bought a drink. The buyer was",John,Edward,1757,10443,B,17,4,4,2,18,Emily and John were talking quietly. He said hello. The speaker was,Edward and Rachel were talking quietly. He said hello. The speaker was,True,2.18522310256958
A_027,A,control,A1,slot_on_second,"When Edward and Rachel went to the store, he bought a drink. The buyer was",John,Edward,1757,10443,B,17,4,-1,2,18,Emily and John were talking quietly. He said hello. The speaker was,Edward and Rachel were talking quietly. He said hello. The speaker was,True,2.18522310256958
A_028,A,conflict,A1,slot_on_first,"When Brian and Robert went to the store, he bought a drink. The buyer was",Brian,Robert,8403,5199,B,17,2,2,4,18,Brian and Karen were talking quietly. He said hello. The speaker was,Helen and Robert were talking quietly. He said hello. The speaker was,True,2.602461814880371
A_028,A,control,A1,slot_on_first,"When Helen and Robert went to the store, he bought a drink. The buyer was",Brian,Robert,8403,5199,B,17,2,-1,4,18,Brian and Karen were talking quietly. He said hello. The speaker was,Helen and Robert were talking quietly. He said hello. The speaker was,True,2.602461814880371
A_029,A,conflict,A1,slot_on_second,"When Mark and David went to the store, he bought a drink. The buyer was",David,Mark,3271,2940,B,17,4,4,2,18,Susan and David were talking quietly. He said hello. The speaker was,Mark and Sarah were talking quietly. He said hello. The speaker was,True,1.7255849838256836
A_029,A,control,A1,slot_on_second,"When Mark and Sarah went to the store, he bought a drink. The buyer was",David,Mark,3271,2940,B,17,4,-1,2,18,Susan and David were talking quietly. He said hello. The speaker was,Mark and Sarah were talking quietly. He said hello. The speaker was,True,1.7255849838256836
A_030,A,conflict,A1,slot_on_first,"When Kevin and Andrew went to the store, he bought a drink. The buyer was",Kevin,Andrew,7939,6858,B,17,2,2,4,18,Kevin and Kate were talking quietly. He said hello. The speaker was,Susan and Andrew were talking quietly. He said hello. The speaker was,True,2.7367372512817383
A_030,A,control,A1,slot_on_first,"When Susan and Andrew went to the store, he bought a drink. The buyer was",Kevin,Andrew,7939,6858,B,17,2,-1,4,18,Kevin and Kate were talking quietly. He said hello. The speaker was,Susan and Andrew were talking quietly. He said hello. The speaker was,True,2.7367372512817383
A_031,A,conflict,A1,slot_on_second,"When Edward and Joseph went to the store, he bought a drink. The buyer was",Joseph,Edward,7212,10443,B,17,4,4,2,18,Emily and Joseph were talking quietly. He said hello. The speaker was,Edward and Susan were talking quietly. He said hello. The speaker was,True,3.2113161087036133
A_031,A,control,A1,slot_on_second,"When Edward and Susan went to the store, he bought a drink. The buyer was",Joseph,Edward,7212,10443,B,17,4,-1,2,18,Emily and Joseph were talking quietly. He said hello. The speaker was,Edward and Susan were talking quietly. He said hello. The speaker was,True,3.2113161087036133
A_032,A,conflict,A1,slot_on_first,"When Steven and Paul went to the store, he bought a drink. The buyer was",Steven,Paul,8239,3362,B,17,2,2,4,18,Steven and Helen were talking quietly. He said hello. The speaker was,Grace and Paul were talking quietly. He said hello. The speaker was,True,2.989471912384033
A_032,A,control,A1,slot_on_first,"When Grace and Paul went to the store, he bought a drink. The buyer was",Steven,Paul,8239,3362,B,17,2,-1,4,18,Steven and Helen were talking quietly. He said hello. The speaker was,Grace and Paul were talking quietly. He said hello. The speaker was,True,2.989471912384033
A_033,A,conflict,A1,slot_on_second,"When Thomas and Andrew went to the store, he bought a drink. The buyer was",Andrew,Thomas,6858,5658,B,17,4,4,2,18,Julia and Andrew were talking quietly. He said hello. The speaker was,Thomas and Nancy were talking quietly. He said hello. The speaker was,True,3.2249650955200195
A_033,A,control,A1,slot_on_second,"When Thomas and Nancy went to the store, he bought a drink. The buyer was",Andrew,Thomas,6858,5658,B,17,4,-1,2,18,Julia and Andrew were talking quietly. He said hello. The speaker was,Thomas and Nancy were talking quietly. He said hello. The speaker was,True,3.2249650955200195
A_034,A,conflict,A1,slot_on_first,"When Michael and Edward went to the store, he bought a drink. The buyer was",Michael,Edward,3899,10443,B,17,2,2,4,18,Michael and Emily were talking quietly. He said hello. The speaker was,Kate and Edward were talking quietly. He said hello. The speaker was,True,2.813091278076172
A_034,A,control,A1,slot_on_first,"When Kate and Edward went to the store, he bought a drink. The buyer was",Michael,Edward,3899,10443,B,17,2,-1,4,18,Michael and Emily were talking quietly. He said hello. The speaker was,Kate and Edward were talking quietly. He said hello. The speaker was,True,2.813091278076172
A_035,A,conflict,A1,slot_on_second,"When Peter and Richard went to the store, he bought a drink. The buyer was",Richard,Peter,6219,5613,B,17,4,4,2,18,Amy and Richard were talking quietly. He said hello. The speaker was,Peter and Rachel were talking quietly. He said hello. The speaker was,True,2.6500253677368164
A_035,A,control,A1,slot_on_second,"When Peter and Rachel went to the store, he bought a drink. The buyer was",Richard,Peter,6219,5613,B,17,4,-1,2,18,Amy and Richard were talking quietly. He said hello. The speaker was,Peter and Rachel were talking quietly. He said hello. The speaker was,True,2.6500253677368164
A_036,A,conflict,A1,slot_on_first,"When Tom and Joseph went to the store, he bought a drink. The buyer was",Tom,Joseph,4186,7212,B,17,2,2,4,18,Tom and Carol were talking quietly. He said hello. The speaker was,Kate and Joseph were talking quietly. He said hello. The speaker was,True,2.46751070022583
A_036,A,control,A1,slot_on_first,"When Kate and Joseph went to the store, he bought a drink. The buyer was",Tom,Joseph,4186,7212,B,17,2,-1,4,18,Tom and Carol were talking quietly. He said hello. The speaker was,Kate and Joseph were talking quietly. He said hello. The speaker was,True,2.46751070022583
A_037,A,conflict,A1,slot_on_second,"When Edward and David went to the store, he bought a drink. The buyer was",David,Edward,3271,10443,B,17,4,4,2,18,Helen and David were talking quietly. He said hello. The speaker was,Edward and Alice were talking quietly. He said hello. The speaker was,True,2.9095892906188965
A_037,A,control,A1,slot_on_second,"When Edward and Alice went to the store, he bought a drink. The buyer was",David,Edward,3271,10443,B,17,4,-1,2,18,Helen and David were talking quietly. He said hello. The speaker was,Edward and Alice were talking quietly. He said hello. The speaker was,True,2.9095892906188965
A_038,A,conflict,A1,slot_on_first,"When Brian and Richard went to the store, he bought a drink. The buyer was",Brian,Richard,8403,6219,B,17,2,2,4,18,Brian and Rachel were talking quietly. He said hello. The speaker was,Diana and Richard were talking quietly. He said hello. The speaker was,True,2.9282665252685547
A_038,A,control,A1,slot_on_first,"When Diana and Richard went to the store, he bought a drink. The buyer was",Brian,Richard,8403,6219,B,17,2,-1,4,18,Brian and Rachel were talking quietly. He said hello. The speaker was,Diana and Richard were talking quietly. He said hello. The speaker was,True,2.9282665252685547
A_039,A,conflict,A1,slot_on_second,"When Brian and Steven went to the store, he bought a drink. The buyer was",Steven,Brian,8239,8403,B,17,4,4,2,18,Lisa and Steven were talking quietly. He said hello. The speaker was,Brian and Rachel were talking quietly. He said hello. The speaker was,True,2.388063907623291
A_039,A,control,A1,slot_on_second,"When Brian and Rachel went to the store, he bought a drink. The buyer was",Steven,Brian,8239,8403,B,17,4,-1,2,18,Lisa and Steven were talking quietly. He said hello. The speaker was,Brian and Rachel were talking quietly. He said hello. The speaker was,True,2.388063907623291
B_000,B,conflict,B1,slot_on_second,"Rule one: say south. Rule two: say north. Obeying the rules, I say",north,south,5093,5366,B,20,11,11,5,21,"Rule: say north. Obeying the rule, I say","Rule: say south. Obeying the rule, I say",False,0.46259021759033203
B_000,B,control,B1,slot_on_second,"Rule one: say south. Rule two: say south. Obeying the rules, I say",north,south,5093,5366,B,20,11,-1,11,21,"Rule: say north. Obeying the rule, I say","Rule: say south. Obeying the rule, I say",False,0.46259021759033203
B_001,B,conflict,B1,slot_on_first,"Rule one: say hand. Rule two: say bird. Obeying the rules, I say",hand,bird,1021,6512,B,20,5,5,11,21,"Rule: say hand. Obeying the rule, I say","Rule: say bird. Obeying the rule, I say",True,7.148681879043579
B_001,B,control,B1,slot_on_first,"Rule one: say bird. Rule two: say bird. Obeying the rules, I say",hand,bird,1021,6512,B,20,5,-1,11,21,"Rule: say hand. Obeying the rule, I say","Rule: say bird. Obeying the rule, I say",True,7.148681879043579
B_002,B,conflict,B2,slot_on_second,Question: name a color. Hint one: the answer is dog. Hint two: the answer is hand. Answer: the answer is,hand,dog,1021,3290,B,29,23,23,14,30,"Rule: say hand. Obeying the rule, I say","Rule: say dog. Obeying the rule, I say",True,6.396004676818848
B_002,B,control,B2,slot_on_second,Question: name a color. Hint one: the answer is dog. Hint two: the answer is dog. Answer: the answer is,hand,dog,1021,3290,B,29,23,-1,23,30,"Rule: say hand. Obeying the rule, I say","Rule: say dog. Obeying the rule, I say",True,6.396004676818848
B_003,B,conflict,B2,slot_on_first,Question: name a color. Hint one: the answer is rain. Hint two: the answer is car. Answer: the answer is,rain,car,6290,1097,B,29,14,14,23,30,"Rule: say rain. Obeying the rule, I say","Rule: say car. Obeying the rule, I say",True,7.090870141983032
B_003,B,control,B2,slot_on_first,Question: name a color. Hint one: the answer is car. Hint two: the answer is car. Answer: the answer is,rain,car,6290,1097,B,29,14,-1,23,30,"Rule: say rain. Obeying the rule, I say","Rule: say car. Obeying the rule, I say",True,7.090870141983032
B_004,B,conflict,B1,slot_on_second,"Rule one: say south. Rule two: say cat. Obeying the rules, I say",cat,south,3797,5366,B,20,11,11,5,21,"Rule: say cat. Obeying the rule, I say","Rule: say south. Obeying the rule, I say",True,8.724697589874268
B_004,B,control,B1,slot_on_second,"Rule one: say south. Rule two: say south. Obeying the rules, I say",cat,south,3797,5366,B,20,11,-1,11,21,"Rule: say cat. Obeying the rule, I say","Rule: say south. Obeying the rule, I say",True,8.724697589874268
B_005,B,conflict,B1,slot_on_first,"Rule one: say fish. Rule two: say bird. Obeying the rules, I say",fish,bird,5916,6512,B,20,5,5,11,21,"Rule: say fish. Obeying the rule, I say","Rule: say bird. Obeying the rule, I say",True,4.717742919921875
B_005,B,control,B1,slot_on_first,"Rule one: say bird. Rule two: say bird. Obeying the rules, I say",fish,bird,5916,6512,B,20,5,-1,11,21,"Rule: say fish. Obeying the rule, I say","Rule: say bird. Obeying the rule, I say",True,4.717742919921875
B_006,B,conflict,B2,slot_on_second,Question: name a color. Hint one: the answer is tree. Hint two: the answer is door. Answer: the answer is,door,tree,3420,5509,B,29,23,23,14,30,"Rule: say door. Obeying the rule, I say","Rule: say tree. Obeying the rule, I say",True,7.089613437652588
B_006,B,control,B2,slot_on_second,Question: name a color. Hint one: the answer is tree. Hint two: the answer is tree. Answer: the answer is,door,tree,3420,5509,B,29,23,-1,23,30,"Rule: say door. Obeying the rule, I say","Rule: say tree. Obeying the rule, I say",True,7.089613437652588
B_007,B,conflict,B2,slot_on_first,Question: name a color. Hint one: the answer is sun. Hint two: the answer is door. Answer: the answer is,sun,door,4252,3420,B,29,14,14,23,30,"Rule: say sun. Obeying the rule, I say","Rule: say door. Obeying the rule, I say",True,6.9027259349823
B_007,B,control,B2,slot_on_first,Question: name a color. Hint one: the answer is door. Hint two: the answer is door. Answer: the answer is,sun,door,4252,3420,B,29,14,-1,23,30,"Rule: say sun. Obeying the rule, I say","Rule: say door. Obeying the rule, I say",True,6.9027259349823
B_008,B,conflict,B1,slot_on_second,"Rule one: say green. Rule two: say bird. Obeying the rules, I say",bird,green,6512,4077,B,20,11,11,5,21,"Rule: say bird. Obeying the rule, I say","Rule: say green. Obeying the rule, I say",True,6.339624881744385
B_008,B,control,B1,slot_on_second,"Rule one: say green. Rule two: say green. Obeying the rules, I say",bird,green,6512,4077,B,20,11,-1,11,21,"Rule: say bird. Obeying the rule, I say","Rule: say green. Obeying the rule, I say",True,6.339624881744385
B_009,B,conflict,B1,slot_on_first,"Rule one: say red. Rule two: say cat. Obeying the rules, I say",red,cat,2266,3797,B,20,5,5,11,21,"Rule: say red. Obeying the rule, I say","Rule: say cat. Obeying the rule, I say",True,6.2522666454315186
B_009,B,control,B1,slot_on_first,"Rule one: say cat. Rule two: say cat. Obeying the rules, I say",red,cat,2266,3797,B,20,5,-1,11,21,"Rule: say red. Obeying the rule, I say","Rule: say cat. Obeying the rule, I say",True,6.2522666454315186
B_010,B,conflict,B2,slot_on_second,Question: name a color. Hint one: the answer is door. Hint two: the answer is blue. Answer: the answer is,blue,door,4171,3420,B,29,23,23,14,30,"Rule: say blue. Obeying the rule, I say","Rule: say door. Obeying the rule, I say",True,7.530689239501953
B_010,B,control,B2,slot_on_second,Question: name a color. Hint one: the answer is door. Hint two: the answer is door. Answer: the answer is,blue,door,4171,3420,B,29,23,-1,23,30,"Rule: say blue. Obeying the rule, I say","Rule: say door. Obeying the rule, I say",True,7.530689239501953
B_011,B,conflict,B2,slot_on_first,Question: name a color. Hint one: the answer is fish. Hint two: the answer is north. Answer: the answer is,fish,north,5916,5093,B,29,14,14,23,30,"Rule: say fish. Obeying the rule, I say","Rule: say north. Obeying the rule, I say",True,8.46384859085083
B_011,B,control,B2,slot_on_first,Question: name a color. Hint one: the answer is north. Hint two: the answer is north. Answer: the answer is,fish,north,5916,5093,B,29,14,-1,23,30,"Rule: say fish. Obeying the rule, I say","Rule: say north. Obeying the rule, I say",True,8.46384859085083
B_012,B,conflict,B1,slot_on_second,"Rule one: say green. Rule two: say rock. Obeying the rules, I say",rock,green,3881,4077,B,20,11,11,5,21,"Rule: say rock. Obeying the rule, I say","Rule: say green. Obeying the rule, I say",True,7.057605504989624
