item_id,category,arm,template_id,counterbalance,prompt_text,answer_A,answer_B,token_A,token_B,gold_control,p_end,p_slot,p_A,p_B,n_tokens,passes_precondition,precondition_margin
A_021,A,control,A1,slot_on_first|Amy,"When Amy and Brian went to the store, he bought a drink. The buyer was",Paul,Brian,3362,8403,B,17,2,-1,4,18,True,1.4045186042785645
A_022,A,conflict,A1,slot_on_first|Susan,"When Paul and Kevin went to the store, he bought a drink. The buyer was",Paul,Kevin,3362,7939,B,17,2,2,4,18,False,1.0590109825134277
A_022,A,control,A1,slot_on_first|Susan,"When Susan and Kevin went to the store, he bought a drink. The buyer was",Paul,Kevin,3362,7939,B,17,2,-1,4,18,False,1.0590109825134277
A_023,A,conflict,A1,slot_on_first|Laura,"When Steven and Charles went to the store, he bought a drink. The buyer was",Steven,Charles,8239,7516,B,17,2,2,4,18,False,1.8761577606201172
A_023,A,control,A1,slot_on_first|Laura,"When Laura and Charles went to the store, he bought a drink. The buyer was",Steven,Charles,8239,7516,B,17,2,-1,4,18,False,1.8761577606201172
A_024,A,conflict,A1,slot_on_first|Emily,"When James and Andrew went to the store, he bought a drink. The buyer was",James,Andrew,3700,6858,B,17,2,2,4,18,False,0.975822925567627
A_024,A,control,A1,slot_on_first|Emily,"When Emily and Andrew went to the store, he bought a drink. The buyer was",James,Andrew,3700,6858,B,17,2,-1,4,18,False,0.975822925567627
A_025,A,conflict,A1,slot_on_first|Carol,"When Mark and Richard went to the store, he bought a drink. The buyer was",Mark,Richard,2940,6219,B,17,2,2,4,18,False,1.7293329238891602
A_025,A,control,A1,slot_on_first|Carol,"When Carol and Richard went to the store, he bought a drink. The buyer was",Mark,Richard,2940,6219,B,17,2,-1,4,18,False,1.7293329238891602
A_026,A,conflict,A1,slot_on_first|Nancy,"When George and Joseph went to the store, he bought a drink. The buyer was",George,Joseph,4502,7212,B,17,2,2,4,18,True,1.5221614837646484
A_026,A,control,A1,slot_on_first|Nancy,"When Nancy and Joseph went to the store, he bought a drink. The buyer was",George,Joseph,4502,7212,B,17,2,-1,4,18,True,1.5221614837646484
A_027,A,conflict,A1,slot_on_first|Amy,"When Paul and Edward went to the store, he bought a drink. The buyer was",Paul,Edward,3362,10443,B,17,2,2,4,18,False,1.3860888481140137
A_027,A,control,A1,slot_on_first|Amy,"When Amy and Edward went to the store, he bought a drink. The buyer was",Paul,Edward,3362,10443,B,17,2,-1,4,18,False,1.3860888481140137
A_028,A,conflict,A1,slot_on_first|Grace,"When Steven and David went to the store, he bought a drink. The buyer was",Steven,David,8239,3271,B,17,2,2,4,18,True,1.78102445602417
A_028,A,control,A1,slot_on_first|Grace,"When Grace and David went to the store, he bought a drink. The buyer was",Steven,David,8239,3271,B,17,2,-1,4,18,True,1.78102445602417
A_029,A,conflict,A1,slot_on_first|Mary,"When James and Robert went to the store, he bought a drink. The buyer was",James,Robert,3700,5199,B,17,2,2,4,18,True,0.8132820129394531
A_029,A,control,A1,slot_on_first|Mary,"When Mary and Robert went to the store, he bought a drink. The buyer was",James,Robert,3700,5199,B,17,2,-1,4,18,True,0.8132820129394531
A_030,A,conflict,A1,slot_on_first|Emily,"When Daniel and Kevin went to the store, he bought a drink. The buyer was",Daniel,Kevin,7806,7939,B,17,2,2,4,18,False,1.786933422088623
A_030,A,control,A1,slot_on_first|Emily,"When Emily and Kevin went to the store, he bought a drink. The buyer was",Daniel,Kevin,7806,7939,B,17,2,-1,4,18,False,1.786933422088623
A_031,A,conflict,A1,slot_on_first|Emily,"When Richard and Tom went to the store, he bought a drink. The buyer was",Richard,Tom,6219,4186,B,17,2,2,4,18,True,1.8537392616271973
A_031,A,control,A1,slot_on_first|Emily,"When Emily and Tom went to the store, he bought a drink. The buyer was",Richard,Tom,6219,4186,B,17,2,-1,4,18,True,1.8537392616271973
A_032,A,conflict,A1,slot_on_first|Helen,"When Edward and Tom went to the store, he bought a drink. The buyer was",Edward,Tom,10443,4186,B,17,2,2,4,18,True,2.0807456970214844
A_032,A,control,A1,slot_on_first|Helen,"When Helen and Tom went to the store, he bought a drink. The buyer was",Edward,Tom,10443,4186,B,17,2,-1,4,18,True,2.0807456970214844
A_033,A,conflict,A1,slot_on_first|Anna,"When Michael and Thomas went to the store, he bought a drink. The buyer was",Michael,Thomas,3899,5658,B,17,2,2,4,18,True,1.4422955513000488
A_033,A,control,A1,slot_on_first|Anna,"When Anna and Thomas went to the store, he bought a drink. The buyer was",Michael,Thomas,3899,5658,B,17,2,-1,4,18,True,1.4422955513000488
A_034,A,conflict,A1,slot_on_first|Anna,"When Edward and George went to the store, he bought a drink. The buyer was",Edward,George,10443,4502,B,17,2,2,4,18,True,1.317629337310791
A_034,A,control,A1,slot_on_first|Anna,"When Anna and George went to the store, he bought a drink. The buyer was",Edward,George,10443,4502,B,17,2,-1,4,18,True,1.317629337310791
A_035,A,conflict,A1,slot_on_first|Lisa,"When Peter and Joseph went to the store, he bought a drink. The buyer was",Peter,Joseph,5613,7212,B,17,2,2,4,18,True,1.0146989822387695
A_035,A,control,A1,slot_on_first|Lisa,"When Lisa and Joseph went to the store, he bought a drink. The buyer was",Peter,Joseph,5613,7212,B,17,2,-1,4,18,True,1.0146989822387695
A_036,A,conflict,A1,slot_on_first|Mary,"When Tom and Andrew went to the store, he bought a drink. The buyer was",Tom,Andrew,4186,6858,B,17,2,2,4,18,True,1.063511848449707
A_036,A,control,A1,slot_on_first|Mary,"When Mary and Andrew went to the store, he bought a drink. The buyer was",Tom,Andrew,4186,6858,B,17,2,-1,4,18,True,1.063511848449707
A_037,A,conflict,A1,slot_on_first|Helen,"When Edward and Steven went to the store, he bought a drink. The buyer was",Edward,Steven,10443,8239,B,17,2,2,4,18,True,2.189551830291748
A_037,A,control,A1,slot_on_first|Helen,"When Helen and Steven went to the store, he bought a drink. The buyer was",Edward,Steven,10443,8239,B,17,2,-1,4,18,True,2.189551830291748
A_038,A,conflict,A1,slot_on_first|Grace,"When John and Andrew went to the store, he bought a drink. The buyer was",John,Andrew,1757,6858,B,17,2,2,4,18,True,0.9914937019348145
A_038,A,control,A1,slot_on_first|Grace,"When Grace and Andrew went to the store, he bought a drink. The buyer was",John,Andrew,1757,6858,B,17,2,-1,4,18,True,0.9914937019348145
A_039,A,conflict,A1,slot_on_first|Diana,"When Kevin and Peter went to the store, he bought a drink. The buyer was",Kevin,Peter,7939,5613,B,17,2,2,4,18,True,1.6102380752563477
A_039,A,control,A1,slot_on_first|Diana,"When Diana and Peter went to the store, he bought a drink. The buyer was",Kevin,Peter,7939,5613,B,17,2,-1,4,18,True,1.6102380752563477
B_000,B,conflict,B1,slot_on_second,"Rule one: say south. Rule two: say north. Obeying the rules, I say",north,south,5093,5366,B,20,11,11,5,21,False,0.46259021759033203
B_000,B,control,B1,slot_on_second,"Rule one: say south. Rule two: say south. Obeying the rules, I say",north,south,5093,5366,B,20,11,-1,11,21,False,0.46259021759033203
B_001,B,conflict,B2,slot_on_first,Question: name a color. Hint one: the answer is hand. Hint two: the answer is bird. Answer: the answer is,hand,bird,1021,6512,B,29,14,14,23,30,True,7.148681879043579
B_001,B,control,B2,slot_on_first,Question: name a color. Hint one: the answer is bird. Hint two: the answer is bird. Answer: the answer is,hand,bird,1021,6512,B,29,14,-1,23,30,True,7.148681879043579
B_002,B,conflict,B1,slot_on_second,"Rule one: say dog. Rule two: say hand. Obeying the rules, I say",hand,dog,1021,3290,B,20,11,11,5,21,True,6.396004676818848
B_002,B,control,B1,slot_on_second,"Rule one: say dog. Rule two: say dog. Obeying the rules, I say",hand,dog,1021,3290,B,20,11,-1,11,21,True,6.396004676818848
B_003,B,conflict,B2,slot_on_first,Question: name a color. Hint one: the answer is rain. Hint two: the answer is car. Answer: the answer is,rain,car,6290,1097,B,29,14,14,23,30,True,7.090870141983032
B_003,B,control,B2,slot_on_first,Question: name a color. Hint one: the answer is car. Hint two: the answer is car. Answer: the answer is,rain,car,6290,1097,B,29,14,-1,23,30,True,7.090870141983032
B_004,B,conflict,B1,slot_on_second,"Rule one: say south. Rule two: say cat. Obeying the rules, I say",cat,south,3797,5366,B,20,11,11,5,21,True,8.724697589874268
B_004,B,control,B1,slot_on_second,"Rule one: say south. Rule two: say south. Obeying the rules, I say",cat,south,3797,5366,B,20,11,-1,11,21,True,8.724697589874268
B_005,B,conflict,B2,slot_on_first,Question: name a color. Hint one: the answer is fish. Hint two: the answer is bird. Answer: the answer is,fish,bird,5916,6512,B,29,14,14,23,30,True,4.717742919921875
B_005,B,control,B2,slot_on_first,Question: name a color. Hint one: the answer is bird. Hint two: the answer is bird. Answer: the answer is,fish,bird,5916,6512,B,29,14,-1,23,30,True,4.717742919921875
B_006,B,conflict,B1,slot_on_second,"Rule one: say tree. Rule two: say door. Obeying the rules, I say",door,tree,3420,5509,B,20,11,11,5,21,True,7.089613437652588
B_006,B,control,B1,slot_on_second,"Rule one: say tree. Rule two: say tree. Obeying the rules, I say",door,tree,3420,5509,B,20,11,-1,11,21,True,7.089613437652588
B_007,B,conflict,B2,slot_on_first,Question: name a color. Hint one: the answer is sun. Hint two: the answer is door. Answer: the answer is,sun,door,4252,3420,B,29,14,14,23,30,True,6.9027259349823
B_007,B,control,B2,slot_on_first,Question: name a color. Hint one: the answer is door. Hint two: the answer is door. Answer: the answer is,sun,door,4252,3420,B,29,14,-1,23,30,True,6.9027259349823
B_008,B,conflict,B1,slot_on_second,"Rule one: say green. Rule two: say bird. Obeying the rules, I say",bird,green,6512,4077,B,20,11,11,5,21,True,6.339624881744385
B_008,B,control,B1,slot_on_second,"Rule one: say green. Rule two: say green. Obeying the rules, I say",bird,green,6512,4077,B,20,11,-1,11,21,True,6.339624881744385
B_009,B,conflict,B2,slot_on_first,Question: name a color. Hint one: the answer is red. Hint two: the answer is cat. Answer: the answer is,red,cat,2266,3797,B,29,14,14,23,30,True,6.2522666454315186
B_009,B,control,B2,slot_on_first,Question: name a color. Hint one: the answer is cat. Hint two: the answer is cat. Answer: the answer is,red,cat,2266,3797,B,29,14,-1,23,30,True,6.2522666454315186
B_010,B,conflict,B1,slot_on_second,"Rule one: say door. Rule two: say blue. Obeying the rules, I say",blue,door,4171,3420,B,20,11,11,5,21,True,7.530689239501953
B_010,B,control,B1,slot_on_second,"Rule one: say door. Rule two: say door. Obeying the rules, I say",blue,door,4171,3420,B,20,11,-1,11,21,True,7.530689239501953
B_011,B,conflict,B2,slot_on_first,Question: name a color. Hint one: the answer is fish. Hint two: the answer is north. Answer: the answer is,fish,north,5916,5093,B,29,14,14,23,30,True,8.46384859085083
B_011,B,control,B2,slot_on_first,Question: name a color. Hint one: the answer is north. Hint two: the answer is north. Answer: the answer is,fish,north,5916,5093,B,29,14,-1,23,30,True,8.46384859085083
B_012,B,conflict,B1,slot_on_second,"Rule one: say green. Rule two: say rock. Obeying the rules, I say",rock,green,3881,4077,B,20,11,11,5,21,True,7.057605504989624
B_012,B,control,B1,slot_on_second,"Rule one: say green. Rule two: say green. Obeying the rules, I say",rock,green,3881,4077,B,20,11,-1,11,21,True,7.057605504989624
B_013,B,conflict,B2,slot_on_first,Question: name a color. Hint one: the answer is rain. Hint two: the answer is dog. Answer: the answer is,rain,dog,6290,3290,B,29,14,14,23,30,True,7.6591973304748535
B_013,B,control,B2,slot_on_first,Question: name a color. Hint one: the answer is dog. Hint two: the answer is dog. Answer: the answer is,rain,dog,6290,3290,B,29,14,-1,23,30,True,7.6591973304748535
B_014,B,conflict,B1,slot_on_second,"Rule one: say hand. Rule two: say fish. Obeying the rules, I say",fish,hand,5916,1021,B,20,11,11,5,21,True,7.278193235397339
B_014,B,control,B1,slot_on_second,"Rule one: say hand. Rule two: say hand. Obeying the rules, I say",fish,hand,5916,1021,B,20,11,-1,11,21,True,7.278193235397339
B_015,B,conflict,B2,slot_on_first,Question: name a color. Hint one: the answer is fish. Hint two: the answer is tree. Answer: the answer is,fish,tree,5916,5509,B,29,14,14,23,30,True,6.672250747680664
B_015,B,control,B2,slot_on_first,Question: name a color. Hint one: the answer is tree. Hint two: the answer is tree. Answer: the answer is,fish,tree,5916,5509,B,29,14,-1,23,30,True,6.672250747680664
B_016,B,conflict,B1,slot_on_second,"Rule one: say fish. Rule two: say rain. Obeying the rules, I say",rain,fish,6290,5916,B,20,11,11,5,21,True,6.970168828964233
B_016,B,control,B1,slot_on_second,"Rule one: say fish. Rule two: say fish. Obeying the rules, I say",rain,fish,6290,5916,B,20,11,-1,11,21,True,6.970168828964233
B_017,B,conflict,B2,slot_on_first,Question: name a color. Hint one: the answer is hand. Hint two: the answer is rock. Answer: the answer is,hand,rock,1021,3881,B,29,14,14,23,30,True,6.781564712524414
B_017,B,control,B2,slot_on_first,Question: name a color. Hint one: the answer is rock. Hint two: the answer is rock. Answer: the answer is,hand,rock,1021,3881,B,29,14,-1,23,30,True,6.781564712524414
B_018,B,conflict,B1,slot_on_second,"Rule one: say blue. Rule two: say book. Obeying the rules, I say",book,blue,1492,4171,B,20,11,11,5,21,True,7.371367692947388
B_018,B,control,B1,slot_on_second,"Rule one: say blue. Rule two: say blue. Obeying the rules, I say",book,blue,1492,4171,B,20,11,-1,11,21,True,7.371367692947388
B_019,B,conflict,B2,slot_on_first,Question: name a color. Hint one: the answer is moon. Hint two: the answer is cat. Answer: the answer is,moon,cat,8824,3797,B,29,14,14,23,30,True,6.84573221206665
B_019,B,control,B2,slot_on_first,Question: name a color. Hint one: the answer is cat. Hint two: the answer is cat. Answer: the answer is,moon,cat,8824,3797,B,29,14,-1,23,30,True,6.84573221206665
B_020,B,conflict,B1,slot_on_second,"Rule one: say rock. Rule two: say gold. Obeying the rules, I say",gold,rock,3869,3881,B,20,11,11,5,21,True,6.644263744354248
B_020,B,control,B1,slot_on_second,"Rule one: say rock. Rule two: say rock. Obeying the rules, I say",gold,rock,3869,3881,B,20,11,-1,11,21,True,6.644263744354248
B_021,B,conflict,B2,slot_on_first,Question: name a color. Hint one: the answer is book. Hint two: the answer is south. Answer: the answer is,book,south,1492,5366,B,29,14,14,23,30,True,8.246955871582031
B_021,B,control,B2,slot_on_first,Question: name a color. Hint one: the answer is south. Hint two: the answer is south. Answer: the answer is,book,south,1492,5366,B,29,14,-1,23,30,True,8.246955871582031
B_022,B,conflict,B1,slot_on_second,"Rule one: say rain. Rule two: say tree. Obeying the rules, I say",tree,rain,5509,6290,B,20,11,11,5,21,True,5.69698166847229
B_022,B,control,B1,slot_on_second,"Rule one: say rain. Rule two: say rain. Obeying the rules, I say",tree,rain,5509,6290,B,20,11,-1,11,21,True,5.69698166847229
B_023,B,conflict,B2,slot_on_first,Question: name a color. Hint one: the answer is blue. Hint two: the answer is red. Answer: the answer is,blue,red,4171,2266,B,29,14,14,23,30,True,0.8396196365356445
B_023,B,control,B2,slot_on_first,Question: name a color. Hint one: the answer is red. Hint two: the answer is red. Answer: the answer is,blue,red,4171,2266,B,29,14,-1,23,30,True,0.8396196365356445
C_000,C,conflict,C1,slot_on_context,Fact: the capital of Peru is Copenhagen. Question: what is the capital of Peru? Answer: the capital of Peru is,Copenhagen,Lima,31104,41578,B,25,8,8,-1,26,True,11.252240180969238
C_000,C,control,C1,slot_on_context,Fact: the capital of Peru is Lima. Question: what is the capital of Peru? Answer: the capital of Peru is,Copenhagen,Lima,31104,41578,B,25,8,-1,8,26,True,11.252240180969238
C_001,C,conflict,C1,slot_on_context,Fact: the capital of Egypt is Lisbon. Question: what is the capital of Egypt? Answer: the capital of Egypt is,Lisbon,Cairo,41898,23732,B,25,8,8,-1,26,True,11.826562881469727
C_001,C,control,C1,slot_on_context,Fact: the capital of Egypt is Cairo. Question: what is the capital of Egypt? Answer: the capital of Egypt is,Lisbon,Cairo,41898,23732,B,25,8,-1,8,26,True,11.826562881469727
C_002,C,conflict,C1,slot_on_context,Fact: the capital of Greece is Warsaw. Question: what is the capital of Greece? Answer: the capital of Greece is,Warsaw,Athens,32955,21891,B,25,8,8,-1,26,True,10.33187484741211
C_002,C,control,C1,slot_on_context,Fact: the capital of Greece is Athens. Question: what is the capital of Greece? Answer: the capital of Greece is,Warsaw,Athens,32955,21891,B,25,8,-1,8,26,True,10.33187484741211
C_003,C,conflict,C1,slot_on_context,Fact: the capital of Denmark is Stockholm. Question: what is the capital of Denmark? Answer: the capital of Denmark is,Stockholm,Copenhagen,29679,31104,B,25,8,8,-1,26,True,3.4021053314208984
C_003,C,control,C1,slot_on_context,Fact: the capital of Denmark is Copenhagen. Question: what is the capital of Denmark? Answer: the capital of Denmark is,Stockholm,Copenhagen,29679,31104,B,25,8,-1,8,26,True,3.4021053314208984
C_004,C,conflict,C1,slot_on_context,Fact: the capital of Spain is Vienna. Question: what is the capital of Spain? Answer: the capital of Spain is,Vienna,Madrid,23825,14708,B,25,8,8,-1,26,True,8.709148406982422
C_004,C,control,C1,slot_on_context,Fact: the capital of Spain is Madrid. Question: what is the capital of Spain? Answer: the capital of Spain is,Vienna,Madrid,23825,14708,B,25,8,-1,8,26,True,8.709148406982422
C_005,C,conflict,C1,slot_on_context,Fact: the capital of France is London. Question: what is the capital of France? Answer: the capital of France is,London,Paris,3576,6342,B,25,8,8,-1,26,True,4.826140403747559
C_005,C,control,C1,slot_on_context,Fact: the capital of France is Paris. Question: what is the capital of France? Answer: the capital of France is,London,Paris,3576,6342,B,25,8,-1,8,26,True,4.826140403747559
C_006,C,conflict,C1,slot_on_context,Fact: the capital of Ireland is Paris. Question: what is the capital of Ireland? Answer: the capital of Ireland is,Paris,Dublin,6342,18220,B,25,8,8,-1,26,True,7.824880123138428
C_006,C,control,C1,slot_on_context,Fact: the capital of Ireland is Dublin. Question: what is the capital of Ireland? Answer: the capital of Ireland is,Paris,Dublin,6342,18220,B,25,8,-1,8,26,True,7.824880123138428
C_007,C,conflict,C1,slot_on_context,Fact: the capital of Germany is Cairo. Question: what is the capital of Germany? Answer: the capital of Germany is,Cairo,Berlin,23732,11307,B,25,8,8,-1,26,True,11.09130859375
C_007,C,control,C1,slot_on_context,Fact: the capital of Germany is Berlin. Question: what is the capital of Germany? Answer: the capital of Germany is,Cairo,Berlin,23732,11307,B,25,8,-1,8,26,True,11.09130859375
C_008,C,conflict,C1,slot_on_context,Fact: the capital of Austria is Warsaw. Question: what is the capital of Austria? Answer: the capital of Austria is,Warsaw,Vienna,32955,23825,B,25,8,8,-1,26,True,4.575368881225586
C_008,C,control,C1,slot_on_context,Fact: the capital of Austria is Vienna. Question: what is the capital of Austria? Answer: the capital of Austria is,Warsaw,Vienna,32955,23825,B,25,8,-1,8,26,True,4.575368881225586
C_009,C,conflict,C1,slot_on_context,Fact: the capital of Japan is Lisbon. Question: what is the capital of Japan? Answer: the capital of Japan is,Lisbon,Tokyo,41898,11790,B,25,8,8,-1,26,True,11.429027557373047
C_009,C,control,C1,slot_on_context,Fact: the capital of Japan is Tokyo. Question: what is the capital of Japan? Answer: the capital of Japan is,Lisbon,Tokyo,41898,11790,B,25,8,-1,8,26,True,11.429027557373047
C_010,C,conflict,C1,slot_on_context,Fact: the capital of Norway is Havana. Question: what is the capital of Norway? Answer: the capital of Norway is,Havana,Oslo,40274,39636,B,25,8,8,-1,26,True,13.201041221618652
C_010,C,control,C1,slot_on_context,Fact: the capital of Norway is Oslo. Question: what is the capital of Norway? Answer: the capital of Norway is,Havana,Oslo,40274,39636,B,25,8,-1,8,26,True,13.201041221618652
C_011,C,conflict,C1,slot_on_context,Fact: the capital of Portugal is Lima. Question: what is the capital of Portugal? Answer: the capital of Portugal is,Lima,Lisbon,41578,41898,B,25,8,8,-1,26,True,5.888193130493164
C_011,C,control,C1,slot_on_context,Fact: the capital of Portugal is Lisbon. Question: what is the capital of Portugal? Answer: the capital of Portugal is,Lima,Lisbon,41578,41898,B,25,8,-1,8,26,True,5.888193130493164
C_012,C,conflict,C1,slot_on_context,Fact: the capital of Poland is Copenhagen. Question: what is the capital of Poland? Answer: the capital of Poland is,Copenhagen,Warsaw,31104,32955,B,25,8,8,-1,26,True,9.533273696899414
C_012,C,control,C1,slot_on_context,Fact: the capital of Poland is Warsaw. Question: what is the capital of Poland? Answer: the capital of Poland is,Copenhagen,Warsaw,31104,32955,B,25,8,-1,8,26,True,9.533273696899414
